,"color","latitude","longitude","name","phone","url","description","address","state","zip","city","couponOffer","logo","meta","area","type","category","hasShop","hasCoupon","expirationDate"
,"gold",36.9764,-121.9057,"Connection Magazine","(831) 459-0522","www.ConnectionMagazineOnline.com","Connection Magazine is the Healthy Living  Conscious Lifestyle newspaper for Santa Cruz and the Monterey Bay. In addition  we also cover travel  parenting  pets  business  ecology  and politics from an organic perspective.","7960 Soquel Dr. B355","CA",95003,"Aptos",,"logo_ConnectionMag.jpg","gold","Santa Cruz","Gold","Media Outlets","n","n",
,"green",36.9714,-121.9554,"Conveyed Concepts","831.239.6605","www.conveyedconcepts.com","Conveyed Concepts designs and develops websites  mobile web apps  interactive marketing campaigns  digital strategies  and social media that will attract and retain your target audience while delivering a return on your investment.","5060 Jewel Street #3","CA",95010,"Capitola","Get 15% off of a custom designed website along with a free quote!","logo_ConveyedConcepts.png","Web Design  Graphic Design  Creative Services  eCommerce  Content Managements Systems  Photography","Capitola","Bronze","Website Services","y","y",08/13/18 12:00 AM
,"green",36.9813,-122.0303,"Cooper Technologies","831-818-1703","www.coopertechnologies.net","Cooper Technologies  Inc. is a full support system for even the largest companies' demands. We sell and support both hardware and software for all sorts of computer  networking and telecom needs.","303 Potrero St. #4","CA",95060,"Santa Cruz",,,,"Santa Cruz","Bronze","Computers","y","n",
,"green",36.9811,-122.0158,"Covewater Paddle Surf","(831) 600-7230","www.Covewater.com","Covewater is Northern California's Stand Up Paddleboard headquarters.  Offering the best in welcoming stand up paddleboard classes  rentals  boards and equipments is our sole focus.  Stand up and see life from a whole new perspective!","726 Water Street","CA",95060,"Santa Cruz",,"XXX files/images/members/covewater.jpg","stand up paddle  SUP  paddle boarding  paddle  board  santa cruz  harbor  standup  paddling","Santa Cruz","Bronze","Sporting Goods","y","n",
,"green",36.9730,-121.9513,"Craft Gallery","(831) 475-4466","www.craftgallery.net","2 stores in Capitola Village  Craft Gallery and the  Annex. Pottery  jewelry  candles  wind chimes  jewelry boxes   sea glass  whimsical sculpture. Selling American handcrafts for 44 years. One block from the beach. Open daily & online.","209 Capitola Avenue","CA",95010,"Capitola",,,"pottery   jewelry   wind chimes   sea glass    jewelry boxes   candles   art glass        ","Capitola","Silver","Gifts","y","n",
,"green",37.0707,-122.1280,"Creative Cultures","831-706-2333","creativecultures3@gmail.com","Tradition meets Cutting Edge Creativity!  Creative Cultures creates totally unique probiotic drinks made with local  organic ingredients.    Find us in health foods stores throughout Santa Cruz and the outer bay area.","8647 Empire Grade","CA",95060,"Santa Cruz",,"XXX files/images/members/newest logo.jpg","Beets  Local  organic  Beet Kvass  Creative Cultures  Pollen Up  Green Dream  Chlorophyll  Detox  Probiotic  Beverages  drinks  probiotic beverages  probiotic drinks  fermentation classes  workshops  fermentation workshops  raw food classes","Santa Cruz","Bronze","Grocers & Specialty Foods","y","n",
,"green",36.9731,-122.0280,"Creative Fuel","831-566-4434","http://www.creativefuelweb.com","Creative Fuel is a web design & development firm that creates unique and powerful designs for print  web and mobile devices while developing innovative solutions using open-source software. ","175 Walnut Ave","CA",95060,"Santa Cruz",,"logo_CreativeFuel.jpg","web design  web development  search engine optimization  graphic design  online marketing","Santa Cruz","Bronze","Website Services","y","n",
,"gold",36.9742,-122.0276,"Cruzio Internet","(831) 459-6301","www.cruzio.com","Cruzio Internet  Voted Best ISP 14 yrs+ DSL  Web  Wireless  Classes  Repair","877 Cedar Street  Ste 150","CA",95060," Santa Cruz",,"logo_Cruzio.jpg","gold","Santa Cruz","Gold","Website Services","y","n",
,"yellow",36.9724,-122.0315,"Cynthia Mathews","831423-8977","www.cynthiamathews.com",,"316 Walnut Ave","CA",95060,"Santa Cruz",,,"City Council  Museum of Art and History  Monterey Bay National Marine Sanctuary  Democrat","Santa Cruz","Community Supporter","Customer","n","n",
,"orange",36.9720,-121.9906,"Cypress Coast Fence","831.320.8102","www.CypressCoastFence.com","Cypress Coast Fence offers unparalleled quality with competitive pricing. Our skilled employees combine expertise with premium quality materials leaving you with a beautiful and lasting fence to compliment your property. ","P.O. Box 1175","CA",95062,"Santa Cruz",,"logo_CypressCoast.jpg","deer fence red wood redwood cedar vinyl agriculture farm landscaping landscape ","Santa Cruz","Silver","Contractors  Construction & Design","n","n",
,"green",36.9658,-121.7650,"Dale K Rutledge Construction","(831) 227-0817","FIXITDALE.com","Repair and replacement of Doors  Windows  Decks  fences  patio covers and other work on Residential and Commercial properties. 30 + years experience Residential and Commercial. ","789 Green Valley Rd.   ","CA",95076,"Watsonville",,"logo_DaleKRutledge.jpg",,"Santa Cruz","Bronze","Contractors  Construction & Design","y","n",
,"yellow",37.0737,-122.0802,"DANIEL BURJA CONSTRUCTION","831 246 4346",,,"240 Tipping Way","CA",95005,"Ben Lomond",,,,,,"Contractors  Construction & Design","y","n",
,"green",36.9791,-122.0131,"Darco Printing & Paper Store","(831) 426-5616",,"Hours: Mon - Fri 8:30AM - 5:30PM Quality Offset Printing Color  yellow & White Copy Service Large selection of Recycled Papers ","130 Doyle St.  ","CA",95062,"Santa Cruz",,,,,,"Gifts","y","n",
,"green",36.9593,-122.0258,"Darling House - Bed & Breakfast","831-458-1958","darlinghouse.com","The Darling House is a 1910 oceanside architectural masterpiece designed by William Weeks. Lighted by the rising sun through beveled glass  Tiffany lamps and open hearth  the Darling House welcomes you into an experience of peaceful elegance.","314 West Cliff Drive","CA",95060,"Santa Cruz",,,,,,"Accommodations","y","n",
,"green",36.9813,-122.0303,"Dash Hemp Santa Cruz","831-426-1824","www.dashhemp.com","Dash Hemp has been designing and responsibly manufacturing upscale Hemp Clothing since 1997. We have a retail store at The Old Sashmill off River Street.","303 Potrero St.","CA",95060,"Santa Cruz",,,,,,"Apparel","y","n",
,"green",36.9792,-122.0118,"DCD Financial & Insurance Services","831-423-8542","http://www.dcdis.com","DCD Financial & Insurance Services has been located in Santa Cruz since 1938. We take a team approach with each agent in our office working together to suport our clients. Our websites are www.dcdis.com or for health www.lowcostcahealth.com","1123 Soquel Ave. ","CA",95062,"Santa Cruz",,"logo_DCDFinancial.GIF","Health Insurance   Employee Benefits  Workers Compensation   Home  Auto  Business  Liability Insurance   Bonds","Santa Cruz","Bronze","Insurance","y","n",
,"green",36.9738,-122.0271,"Dell Williams Jewelers","(831) 423-4100","www.dellwilliams.com",,"1320 Pacific Ave.","CA",95060," Santa Cruz","Good for 10% off entire purchase*. (Some exclusions apply.)","logo_DellWilliams.jpg",,"Santa Cruz","Bronze","Jewelry","y","y",02/01/09 12:00 AM
,"green",36.9883,-121.9803,"Dientes Community Dental Care","831-464-5410","www.dientes.org","Dientes works to increase access to comprehensive dental services for children and adults  in order to improve the oral health of our community. We cater to value-oriented patients seeking high quality dental care at affordable rates.","1830 Commercial Way","CA",95065,"Santa Cruz",,,,"Santa Cruz","Bronze","Dental ","y","n",
,"green",37.0071,-122.0401,"Doc Auto LLC","831-600-7732","www.docauto.biz","Complete automotive service and repair","908 Ocean St.","CA",95060,"Santa Cruz","Oil change and tire rotation  $34.95   Save $25 * New filter  Up to 5 qts. synthetic blend oil * Chassis lubrication * Full vehicle safety and maintenance inspection * Tire rotation * Most cars and light trucks","XXXfiles/images/members/logo [Converted] copy(2).jpg",,"Santa Cruz","Bronze","Auto","y","y",12/31/15 12:00 AM
,"yellow",36.9684,-122.0359,"Don Lane","831-426-4272",,,"132 Van Ness Ave.","CA",95060,"Santa Cruz",,,,"Aptos / La Selva","Community Supporter","Customer","n","n",
,"green",36.9918,-122.0031,"Douglas Fossum Construction",8318185084,"doug@douglasfossum.com","Douglas Fossum Construction is a full service family owned and operated construction company.","156 Delaveaga Park Dr","CA",95065,"Santa Cruz",,,"Doug Douglas Fossum Construction DFC Builders Community Outreach ","Santa Cruz","Bronze","Contractors  Construction & Design","y","n",
,"green",36.9598,-122.0570,"DSF Digital Signage Factory","813.222.0373","peter.b@digitalsignagfactory.com","Digital Signage Factory is a media integration team.  We provide digital signs which are an excellent  cost effective way to communicate your marketing message. DSF can provide everything you need to get started and maintain a digital sign. ","2825 Mission Street","CA",95060,"Santa Cruz ",,,"digitalsignagefactory Digital Signage Factory Digitalmarketing Marketing Content graphicdesign Graphic Design mediaintegration Media Integration Video Motiongraphics motion graphics 3d videowall indoor outdoor displaysolutions display solutions consulting installations full service fullservice local reducecosts reduce costs social socialmedia television restaurant specials restaurantspecials advertising promotions  ","Santa Cruz","Bronze","Marketing","y","n",
,"green",36.9716,-121.9888,"Dynamic Press","831-479-7920","www.dynamicpress.com","Since 1996 Dynamic Press has been serving Santa Cruz County and beyond with fast affordable Offset  Digital & Large format printing. We also offer Promotional items  Graphic design  Typesetting & more One stop for your Print and Promotional needs.","1334 Brommer Street  Suite B1","CA",95062,"Santa Cruz",,"logo_DynamicPress.png","Digital Printing' 'Offset Printing' 'Large format' 'Printing' 'Posters' 'Banners' 'Signs' 'Graphic Design' 'Typesetting' 'postcards'  brochures flyers 'data sheets' 'sale sheets' 'folders' 'Business cards' letterhead Envelopes Booklets Packaging Pens Shirts Mugs  'Flash drives' 'Memory sticks' Lanyards hats key chains pads swag 'promotional products' 'NCR forms' 'carbonless Forms' Books   'Note Pads' labels 'mailing service' 'green printing' 'recycled paper' 'soy ink' 'vegetable inks' checks 'receipt books'  invoices calendars magnets 'post-its' menu's 'Presentation folders' 'temporary tattoos'          ","Santa Cruz","Bronze","Printers","y","n",
,"green",36.9813,-122.0303,"E.T.Easter  Inc.","831-425-7651","www.easter-eng.com","We offer vertically integrated Civil Engineering and Planning to private commercial and residential properties including: Transportation  water resource engineering  structural design  cemetery design  master planning and development.","303 Potrero St. Suite 29-202","CA",95060,"Santa Cruz",,"XXX files/images/members/ETEaster logo.jpg",,"Santa Cruz","Bronze","Contractors  Construction & Design","y","n",
,"green",36.9727,-122.0257,"Eco Goods","831-429-5758","www.ecogoods.com","We have clothing made from natural fibers like organic cotton and hemp  mugs and plates are recycled glass  toys for children are made with natural materials and vegetable dyes  plus many of the products are fair trade certified. Downtown Santa Cruz.","1130 Pacific Ave.","CA",95060,"Santa Cruz",,,"Hemp Organic Cotton Bamboo Modal Tencel","Santa Cruz","Bronze","Apparel","y","n",
,"gold",36.9868,-121.9366,"Ecological Farming Association","831-763-2111","www.eco-farm.org","The Ecological Farming Association works for a safe  healthy  socially just food and farming system through education  facilitation  celebration and advocacy.","2901 Park Avenue Suite D2","CA",95073,"Soquel",,"logo_EcoFarm.jpg","gold","Soquel","Gold","Non-Profits","y","n",
,"green",36.9741,-122.0276,"Ecology Action","(831) 426-5925","www.ecoact.org","Achieving community & environmental excellence through partnership and innovation since Earth Day 1970 ","877 Cedar Street  Ste 240","CA",95060,"Santa Cruz",,,,"Santa Cruz","NonProfit","Community & Social Services","y","n",
,"green",36.9778,-122.0095,"EDMUNDSON & ASSOC. LAND SURVEYING","831.425.1796","www.edmundsonsurveys.com",,"1512 Seabright Ave.  Ste A","CA",95062,"Santa Cruz",,,"LAND SURVEYOR SURVEYING PROPERTY BOUNDARY LINE TOPOGRAPHY TOPOGRAPHIC CONSTRUCTION STAKING ELEVATION CERTIFICATE SUBDIVISION PARCEL MAP MAPPING SURVEYS RECORD OF SURVEY CORNER RECORD DEED ANALYSIS CALCULATIONS AREA SQUARE FOOTAGE SLOPE MONUMENT BOUNDARIES MARKER FENCE QUAD MAP ENGINEERING ENGINEER CIVIL ","Santa Cruz","Bronze","Contractors  Construction & Design","y","n",
,"green",36.9641,-121.9987,"Elizabeth Quinn M.S.  D.C. Low-force  ACTIVATOR Chiropractor","831-476-2168","www.DrElizabethQuinn.com","Low-force  full-body balancing is Dr. Quinn's specialty. An Advanced ACTIVATOR Chiropractor for 20 years in Santa Cruz  she helps patients of all ages get well faster & stay well longer.  Hours: Tuesdays - Fridays by appointment. ","200 7th Ave.  Suite 170","CA",95062,"Santa Cruz",,,"Chiropractor Low-force  Full-body  Gentle  Activator     Activator   ","Santa Cruz","Bronze","Chiropractic","y","n",
,"yellow",36.9782,-122.0040,"Erica Schafer DC","831-427-9600","www.ericaschafer.upweb.com",,"549 Frederick St.","CA",95062,"Santa Cruz",,,,"Aptos / La Selva","Community Supporter","Customer","n","n",
,"green",36.9816,-122.0330,"Erik's Delicafe Inc","(831) 458-1818","www.eriksdelicafe.com","Open 7 days a week. Serving Sandwiches  with Character  soups  salads & desserts  from original family recipes in a relaxed  and friendly atmosphere since 1973.  Catering for events of any size. ","365 Coral St.  ","CA",95060,"Santa Cruz",,,,"Soquel","Bronze","Restaurants","y","n",
,"green",36.9718,-122.0257,"EyeQ Optometry","(831) 466-3937","eyeqsantacruz.com",,"1101 Pacific Ave  Suite E","CA",95060,"Santa Cruz",,"logo_EyeQOptometry.jpg",,"Santa Cruz","Silver","Optical","y","n",
,"green",36.9737,-121.9624,"EZTax Service","831-479-9292",,"Tax Preperation and Planning","4245 Capitola Rd.","CA",95010,"Capitola",,,,"Capitola","Bronze","Accounting and Bookkeeping","y","n",
,"orange",37.0357,-121.9723,"Far West Design And Landscaping  Inc.","831-476-8867","http://www.farwestlandscaping.com/","Landscape contractor - design to installation - residential and commercial","PO Box 1417","CA","95073-1417","Soquel",,"logo_FarWestDesign.jpg",,"Santa Cruz","Bronze","Home & Garden","n","n",
,"green",36.9725,-122.0243,"Ferrari Florist & Gifts","831 460 7000","www.FerrariFlorist.com","Since 1946  Ferrari Florist & Gifts has provided flower and gift delivery to the Santa Cruz","514A Front St.   ","CA",95060,"Santa Cruz","25% off any gift.  Stop by and see our wonderful Holiday decorations. ","logo_FerrariFlorist.jpg",,"Santa Cruz","Bronze","Home & Garden","y","y",01/15/16 12:00 AM
,"green",36.9822,-122.0220,"Fins Coffee","(831)423-6131","www.finscoffee.com","(next to Marianne's Ice Cream)   Hours: 5:30 AM-11 PM   Finest Espresso  Coffee  Tea  Chai Sandwiches  Burritos  Fruit  Pastry Desserts  Music ","1104 Ocean St.","CA",95060," Santa Cruz",,,"Coffee  Teas  Chai  Music  Food","Santa Cruz","Bronze","Coffee","y","n",
,"green",36.9253,-121.7474,"Five Star Catering","(831) 728-3090","www.fivestarcatering.us","Catering with affordable elegance throughout Santa Cruz & Monterey Counties. Corporate  private and wedding events.  ","121 Martinelli St","CA",95076,"Watsonville",,,,"Watsonville","Bronze","Catering","y","n",
,"yellow",36.9792,-121.9531,"Foxxr","831-531-7771","http://foxxr.com","Our comprehensive website design services include complete website analysis  SEO and local search optimization and conversion. Call Foxxr for affordable website development  online marketing SEO and consultant services. ","706 Capitola Ave","CA",95010,"Capitola",,"logo_Foxxr.jpg","Website Designer Local Search SEO Consultant Website Analysis Internet Marketing Consultant","Aptos / La Selva","Community Supporter","Customer","n","n",
,"green",36.9777,-122.0277,"Friends of Santa Cruz State Parks","831-429-1840","www.ThatsMyPark.org","Friends of Santa Cruz State Parks supports the preservation  knowledge and awareness of our natural and cultural resources through funding projects and programs in cooperation with local California State Parks.","144 School Street","CA",95060,"Santa Cruz",,"logo_FriendsOfSCParks.png",,"Santa Cruz","Bronze","Non-Profits","y","n",
,"green",36.9777,-122.0277,"Friends of Santa Cruz State Parks Parkstore - Santa Cruz Mission State Historic Park","831-429-1840","www.ThatsMyPark.org","Store features  local  Mission and Native American history books. Also maps  posters  crafts & videos. 4th graders and families will find materials to assist with Mission reports. Proceeds benefit educational programs in local State Parks.  ","144 School Street","CA",95060,"Santa Cruz",,,,"Santa Cruz","NonProfit","Non-Profits","y","n",
,"green",36.9525,-122.0574,"Friends of Santa Cruz State Parks Parkstore at Natural Bridges State Beach","831-429-1840","www.ThatsMyPark.org","The store offers educational toys  books  posters  postcards  apparel and souvenirs of your visit to the Monarch Butterfly grove  tidepools  and beach. All parkstore proceeds benefit educational programs in our local State Parks.  ","2531 West Cliff Drive","CA",95060,"Santa Cruz",,,,"Santa Cruz","NonProfit","Non-Profits","y","n",
,"green",36.9796,-121.9394,"Friends of Santa Cruz State Parks Parkstore at New Brighton State Beach","831-429-1840","www.ThatsMyPark.org","The store at the Pacific Migrations Visitor Center  carries items reflecting the exhibits. Find local art  Chinese-themed items  educational books and toys  park souvenirs and apparel. Proceeds benefit educational programs in our local State Parks.","1500 Park Avenue","CA",95010,"Capitola",,,,"Capitola","NonProfit","Non-Profits","y","n",
,"green",36.9750,-121.9120,"Friends of Santa Cruz State Parks Parkstore at Seacliff State Beach","831-429-1840","www.ThatsMyPark.org","The store offers a selection of local art depicting our unique coastline  books on cultural and natural history  educational toys  distinct apparel and souvenirs featuring the 'Cement Ship'. Proceeds benefit educational programs in local State Parks.","201 State Park Drive","CA",95003,"Aptos",,"logo_FriendsOfSantaCruz.jpg",,"Aptos / La Selva","NonProfit","Non-Profits","y","n",
,"green",36.9607,-122.0829,"Friends of Santa Cruz State Parks Parkstore at Wilder Ranch State Park","831-429-1840","www.ThatsMyPark.org","We carry local history books  educational toys  park apparel and souvenirs. Victorian ranch and farm life themes are reflected in the storeÃ¢ÂÂs carefully selected merchandise. Proceeds benefit educational programs in our local State Parks.  ","1401 Coast Road","CA",95060,"Santa Cruz",,,,"Santa Cruz","NonProfit","Non-Profits","y","n",
,"orange",36.9747,-122.0310,"Friends of the Santa Cruz Public Libraries",8314277716,,,"PO Box 8472","CA","95061-8472","Santa Cruz",,,"Bookstore Library Advocacy books reading nonprofit","Santa Cruz","NonProfit","Non-Profits","n","n",
,"orange",36.9635,-121.9743,"G H Specialties","831 661-5158",,"Medical/ Surgical Supplies to physicians offices  dental offices  chiropractors  acupuncturists. Competitive pricing with free delivery.","P O> Box  2969 ","CA",95062,"Santa Cruz",,,,"Santa Cruz","Bronze","Medical","y","n",
,"yellow",36.9820,-122.0453,"Gail Page",8314251742,,,"535 spring st","CA","95060-2027","Santa Cruz",,,,"Aptos / La Selva","Community Supporter","Customer","n","n",
,"green",36.9771,-122.0156,"Gallery of Tile & Stone","(831) 425-8543","www.tile-stone-gallery.com","Purveyor of Fine Stone  Glass  Metal  Exotic Tile & Artistic Elements. Featuring US and local based products. ","730 Soquel Ave. ","CA",95062,"Santa Cruz",,,"wall tile floor tile countertop granite marble stone faux ","Santa Cruz","Bronze","Home & Garden","n","n",
,"green",36.9785,-121.9526,"Gayles Bakery","831-462-1200","www.gaylesbakery.com",,"504 Bay Ave.","CA",95010,"Capitola",,,,"Aptos / La Selva","Bronze","Bakery","y","n",
,"gold",36.9847,-122.0379,"Geo. H. Wilson  Inc","(831) 423-9522","http://www.geohwilson.com/","Serving Santa Cruz County since 1921 with quality plumbing  heating  and sheet metal needs. ","250 Harvey West Blvd.  ","CA",95060,"Santa Cruz",,"logo_GeorgeWilson.jpg","gold","Santa Cruz","Gold","Contractors  Construction & Design","y","n",
,"yellow",36.9806,-122.0065,"Glimmer & Glow tanning and beauty lounge","831 469 4569","www.glimmerandglow.com",,"153 S. Morrissey Ave","CA",95062,"Santa Cruz",,,"Tanning  SprayTan  Airbrush Tan  Red Light Therapy  UV tanning","Santa Cruz","Community Supporter","Customer","n","n",
,"green",36.9689,-122.0380,"Golden City Chinese","(831) 423-0688","http://www.goldencityfood.com/","Open 7 days a week from 11 AM to 10 PM  Golden City has been serving Santa Cruz since 1985  providing great Chinese food in large portions and at reasonable prices. We offer comfortable in-house dining and take-out. 1230 Mission St. Santa Cruz  CA.","1230 Mission St.","CA",95060,"Santa Cruz",,,,"Santa Cruz","Bronze","Restaurants","y","n",
,"green",36.9873,-122.0350,"Goodwill","831-423-8611","www.scgoodwill.org","The mission of Goodwill Industries of Santa Cruz  Monterey and San Luis Obispo Counties  is to provide education  employment and job seeker services to people with barriers to employment.","350 Encinal St.","CA",95062,"Santa Cruz",,,"nonprofit employment services non-profit education","Santa Cruz","NonProfit","Community & Social Services","y","n",
,"orange",37.0335,-122.0861,"Gophers Limited","831-335-2400","www.gopherslimited.com","Gophers Limited is a non toxic all animal pest control company that serves Santa Cruz County and vicinity.    Training  consulting and lectures for municipalities  farms and ranches as well as individuals is available.   ","1500 Lakeside Drive","CA",95018,"Felton",,"logo_GophersLimited.jpg",,"Santa Cruz","Bronze","Home & Garden","n","n",
,"yellow",36.9242,-121.7929,"Granite Rock Company","831.768.2000","graniterock.com","Serving the construction industry with high-quality products and services since 1900.","350 Technology Drive","CA",95076,"Watsonville ",,"logo_Graniterock.jpg","aggregate  ready-mix concrete  ready mix concrete  ready mix  concrete  hot-mix asphalt  hot mix asphalt  hot-mix  hot mix  building materials  new building  new construction  home improvement  thin veneer  stone veneer  concrete  construction  rock  sand  gravel  asphalt  hot-mix asphalt  sealcoat","Santa Cruz","Community Supporter","Customer","n","n",
,"green",36.9865,-121.9696,"Green Lantern Electric Inc","(831)713-5225","http://www.green-lantern-electric.com/","Green Lantern Electric is a local contractor that is  big enough to get the job done  and small enough to care about your satisfaction!  Specializing in energy efficient lighting and experts in navigating rebate programs. ","2825 S Rodeo Gulch Road Suite 9","CA",95073,"Soquel",,,"Energy  Efficiency  Reliability  Quality  Safety  Licensed","Soquel","Bronze","Contractors  Construction & Design","y","n",
,"orange",37.0889,-122.0913,"Greening Associates","831-336-1745","http://www.greeningassociates.com","Licensed landscape contractor specializing in native plant restoration. Serving the Monterey Bay Area for 20 years. ","Serving the entire Monterey Bay Area","CA",95005,"Monterey Bay Area","Discount landscape consultation. First half hour free.","logo_GreeningAssociates.jpg","Native Plant Restoration  Ecological Restoration","Scotts Valley","Bronze","Home & Garden","y","y",04/01/13 12:00 AM
,"green",36.9590,-122.0493,"Greenspace","(831) 423-7200","www.greenspacecompany.com","The one-stop shop for sustainable interior design and finishes. Green paints  stains  flooring  countertops  tile  mattresses  linens  and more! ","719 Swift Street  56-A","CA",95060,"Santa Cruz",,,"paints & stains cork  bamboo  hardwood flooring countertops tile  natural plasters  natural linoleum  eco home improvement  bedding  towels  mattresses ","Santa Cruz","Bronze","Home & Garden","y","n",
,"green",36.9907,-121.8243,"Greensward / New Natives LLC","831 728-4136",,"We are a small organic farm  selling locally through stores and farmers markets. ","1255 Hames Rd","CA",95003,"Aptos",,,,"Aptos / La Selva","Bronze","Grocers & Specialty Foods","y","n",
,"yellow",37.0457,-122.0293,"Greetings With Heart","877-855-3441","http://www.greetingswithheart.com","Stunning digital photographic prints from the original work of Viktoria Vidali. Letterpress  pastel seashell  fantasy  and photographic high-quality greeting card collections. Sister weblog site: Images For Renewal ( http://www.imagesforrenewal.com).","245M Mt. Hermon Road  #307","CA",95066,"Scotts Valley","10% off all online purchases. Good through September 22  2011. Coupon Code: tlf-2011.","logo_GreetingsWithHeart.jpg","digital art  digital photography  greeting cards  handmade greeting cards  all occasion greetings  cards  stationery  giclees  letterpress","Santa Cruz","Community Supporter","Customer","n","y",09/22/11 12:00 AM
,"yellow",36.9851,-122.0463,"Grendel Design","831-427-3649","http://www.grendeldesign.net",,"No street address","CA",95060,"Santa Cruz",,,,"Santa Cruz","Community Supporter","Customer","n","n",
,"green",36.9792,-122.0042,"Guy W Peabody D.D.S.  Sedation Dentistry Restorative and Cosmetic","831-457-0343","drpeabody.com","There is simply NO reason to allow fear to control your dental health. Dr. Peabody is committed to treating patients more comfortably than they ever thought possible. We are here to help you!  ","620 Frederick St","CA",95062,"Santa Cruz",,"logo_GuyWPeabody.jpg","dentistry  cosmetic  dentist  restorative  health  healthcare  santa cruz dentist  ","Santa Cruz","Silver","Dental ","y","n",
,"orange",36.9876,-122.0335,"HANNAH M. GOOD  DVM/ COMMUNITY MOBILE VET","831 427 2077","DRHMGOOD.COM","MOBILE VET PRACTICE SERVING THE SANTA CRUZ AREA  FOR 20 YEARS.VOTED BEST VET METRO BRONZE 2007. NEW FULL SERVICE VET VAN INCLUDES DENTISTRY X-RAYS  SURGERY VACCINES  ACUPUNCTURE   HERBS AND ANIMAL CHIROPRACTIC CARE. DOGS/CATS/EXOTICS/BIRDS/REPTILES.","PO BOX 411","CA",95060,"SANTA CRUZ",,,"veterinarian drhmgood.com veterinary pet health Hannah M. Good  DVM/ COMMUNITY MOBILE VET","Santa Cruz","Bronze","Veterinarian Services","n","n",
,"green",36.9837,-121.9940,"Harbor Veterinary Hospital","(831) 476-2202",,"Betsy Bowerman D.V.M.  Kerrin Hoban D.V.M. Tammy Abraham D.V.M. Inez Kawano D.V.M. ","2202 Soquel Ave. ","CA",95062,"Santa Cruz",,,,"Live Oak","Bronze","Veterinarian Services","y","n",
,"yellow",36.9839,-122.0188,"Healthy Solutions 101",8315888126,"www.healthysolutions101.com",,"208 Curtis St","CA",95060,"Santa Cruz",,,,"Aptos / La Selva","Community Supporter","Customer","n","n",
,"orange",36.9742,-122.0314,"Hein Bookkeeping","831-423-8077",,"Bookkeeping for Small Business and Individuals.","PO Box 4097","CA",95063,"Santa Cruz",,,,"Santa Cruz","Bronze","Accounting and Bookkeeping","n","n",
,"green",36.9709,-121.9650,"Helm of Sun Valley","831-462-6800","www.helmofsunvalley.com","Locally owned since 1972 - Helm of Sun Valley  a ski & snowboard specialty retailer including outdoor & beach furniture and Action Sports Exchange. Two stores serving the San Jose and Capitola areas.","1408 41st. Ave","CA",95010,"Capitola",,"logo_Helm.png","snowboard  ski  sales  service  rental  used  consignment  burton  rome  lib tech  gnu  capita  thirty two  k2  union  dc  salomon  volkl  elan  dalbello  full tilt  line  armada  nordica  analog  ak  obermeyer  airblaster  old guys rule  santa cruz  special blend  four square  volcom  descente  the north face  marmot  helly hansen  hot chillys  smith  spy  von zipper  oakley  skull candy  nor cal  thule  hestra  da kine  giro  kuhl  wigwam  cep  ugg  sorel  superfeet  innova  disc craft  frisbee  dga  mvp  scott  leki  euro sock  terramar  lifa  spyder  dna  eider  athalon  oneill  patio  furniture  outdoor  sports exchange  local  homecrest  seaside  adirondack  redwood  hammock  swing  chaise lounge  umbrella  forty first avenue  capitola  beach chair  sand  sun  california ","Santa Cruz","Bronze","Sporting Goods","y","n",
,"green",36.9718,-122.0254,"Hoffman's Bistro ","831-420-0135","www.hoffmanssantacruz.com",,"1102 Pacific Ave.","CA",95060,"Santa Cruz",,"XXX files/images/members/hoffmans logo publisher.jpg",,"Santa Cruz","Bronze","Restaurants","y","n",
,"green",36.9802,-122.0095,"Horsnyder's Pharmacy","831-423-2315","www.horsnyder.com","Neighborhood Pharmacy and Medical Equipment provider serving the Greater Santa Cruz Area.","1226A Soquel Ave.  ","CA",95062,"Santa Cruz",,"logo_Horsnyder.png","Pharmacy Home Medical Footcare Orthopedics ","Santa Cruz","Silver","Pharmacy","y","n",
,"green",37.0449,-122.0151,"Hospice of Santa Cruz County ","831 430-3000","http://www.hospicesantacruz.org","Expert  compassionate care for patients and their families  for many months at the end of life. Grief support for children and adults  and a Transitions Program  offering information  referral  and support for seriously ill people. English/Spanish. ","940 Disc Drive","CA",95066,"Scotts Valley",,"logo_HospiceSC.jpg","Home care  hospice  grief support  caregiver support  end of life  illness  nursing home  nursing care  medical care","Santa Cruz","NonProfit","Health and Wellness Retail","y","n",
,"gold",36.9714,-122.0263,"Hula's Island Gril (Santa Cruz)","831-426-4852","hulastiki.com","Hula's Island Grill and Tiki Room has a passion for fun  friendly  enthusiastic service  the freshest fish  great steaks  seafood  and an overall menu bursting with flavorful island inspired combinations.","221 Cathcart St","CA",95060,"Santa Cruz",,,"Fresh  Fish  Locally Owned  Mai Tais  Tiki  Tropical  Vegan  Vegetarian  Meats  Sustainable  Green Business  Cocktails  Zombies  Tiki Room  Private Parties  Full Bar  Hawaii  Reggae  Hawaiian Music  Mahalo  Aloha  Mojitos  Jerk Plates  Pork  Steaks  Ono  Mahi  Fun  Atmosphere gold","Santa Cruz","Gold","Restaurants","y","n",
